"X60410","X60430","X60434","X60512","X61104","X61402","X61502","X61603","X62601","X63001","X65001","X65101","year","month","day"
7.211,9.263,6.474,6.368,6.368,6,6.211,6.947,6.526,6.053,5,6.158,2012,1,7
3.316,3.263,1.789,1.368,2,1.923,1.895,2,1.263,1.421,1.474,2.526,2012,1,8
3.579,4.632,2.842,2.158,2.895,2,4.211,3.053,1.895,2,3.684,3.263,2012,1,9
3.053,4.579,2.526,3.105,2.316,3.579,2.579,3.158,3.737,3,1.579,2.105,2012,1,10
2.895,5.053,4.895,10.947,2.632,6.737,8.053,6.632,6.526,6.211,3.158,3.421,2012,1,11
1.421,2.105,1.579,6.263,2.684,3.625,1.368,1.632,1.632,1.842,3.875,2.875,2012,1,12
5.105,6.684,5.421,3.632,3.579,4.316,3.895,5.053,3.474,4.316,3.105,3.684,2012,1,13
2.895,3.158,2.211,2.842,2.263,1.789,1.737,2.316,1.789,1.789,1.579,1.842,2012,1,14
4.053,4.579,5.158,6.684,4.316,4,3.053,6.105,3.789,3.263,3.579,3.789,2012,1,15
4.895,6.737,6.316,7.105,4,5.158,6.316,3.632,5.526,5.842,6.684,5.579,2012,1,16
2.632,4.526,1.368,4.684,1.789,1.105,1.737,0.158,1.368,2,3.579,2.947,2012,1,17
3,3.737,2.053,2.263,2.842,1.421,1.895,1,1.263,1.368,1.526,1.895,2012,1,18
3.368,3.789,3.526,3.947,2.316,2.789,3.368,3.421,3.211,3.632,2.368,2.789,2012,1,19
3,3.526,2.474,4,2.368,3.053,2.105,2.895,3,3.579,2.158,2.526,2012,1,20
4.211,6.105,4,4.474,2.842,3.105,3.789,4,3.737,2.842,3.053,3.789,2012,1,21
2.632,4.632,4.263,6.211,6.474,5.737,8.579,4.368,4.105,3.053,4,2.632,2012,1,22
2.789,4.474,3.316,4.579,1.632,3.211,3.684,3.368,2.684,3.789,3.316,3.053,2012,1,23
7.947,9.579,8.211,9.158,5.684,8.316,8.421,7.947,9.368,7.737,3.895,5.895,2012,1,24
4.053,4.842,3.526,4.158,2.895,2.895,2.895,3.526,3.947,3.263,1.789,2.632,2012,1,25
3.684,6.421,5.789,9.526,3.684,7.263,6.947,6.263,7.421,5.316,4.474,4.526,2012,1,26
2.684,2.737,1.474,3.053,2.421,1.789,1.895,1.632,2.737,1.842,2.684,1.947,2012,1,27
4.947,5.579,5.053,4.579,2.684,3.947,3.474,4.842,4.263,4.737,3.684,4.053,2012,1,28
3.947,4.421,2.947,3.263,3.368,2.684,2.684,2.947,2.789,2.474,3.368,2.895,2012,1,29
3.316,4.526,3.211,3.789,1.737,3.211,2.316,3.368,2.842,3.211,2.158,1.895,2012,1,30
7.526,8.789,5.474,6.737,5.263,5.579,6.895,6.263,4.895,5.947,6.421,6.263,2012,1,31
7.947,9.789,7.632,7.789,7.211,8.632,7.316,7.526,6.789,6.474,8.105,7.737,2012,2,1
5.421,7.684,5.158,7.316,4.632,7.579,5.842,5.474,5.263,5.158,4.684,3.789,2012,2,2
7.947,10.789,7.211,7.684,4.316,7.316,8.368,7.053,4.947,6.421,4.263,5,2012,2,3
2.316,2.632,1.684,5.895,1.421,2.842,2.263,1.842,2.526,2,1.211,1.105,2012,2,4
2.211,3.316,2.368,3.947,2.579,5.474,1.842,3.053,4.053,2.421,3.158,1.789,2012,2,5
5.158,6.684,4.368,5.632,4.158,6.158,4.789,5.158,5.105,4.684,5.368,3.842,2012,2,6
3.737,4.842,3.105,4.158,2.474,4.737,2.526,3.421,5.368,3.526,2.105,2,2012,2,7
3.579,6,1.789,2.579,5.526,1.895,1.632,2.737,1.368,1.789,2.789,1.211,2012,2,8
5.684,7.947,4.632,5.474,4,5.316,4.421,5.947,3.947,4.421,3.895,2.474,2012,2,9
6.789,8.789,5.789,5.368,6.789,5.158,6.053,6.526,4.105,4.579,8.211,6.421,2012,2,10
1.632,2.789,1.158,2.105,1.947,2.158,1,1.842,2.211,1.158,2.769,1.263,2012,2,11
1.579,2.737,1.211,1.368,1.526,1.316,0.947,1.526,1.263,0.947,1.211,0.789,2012,2,12
2.947,5.737,2.789,4.158,1.842,4.158,3.526,4.263,3.211,3.474,2.263,1.737,2012,2,13
6.684,7.842,6.263,5.895,5.947,5.105,4.842,7.316,5,5.947,7,6.526,2012,2,14
10.368,11.526,9.474,9.316,8.316,9.684,9.316,9.211,7.684,8.211,9.421,9.211,2012,2,15
8.316,9.263,9.105,12.368,6.789,9.474,10.684,9.316,7.421,9.368,7.579,7.947,2012,2,16
5.526,7.211,4.895,5.947,2.632,6.579,4.211,5.263,5.632,4.895,2.947,3.053,2012,2,17
5.421,5.526,4.368,4.368,3.053,4.263,3.158,4.105,3.368,3.842,3.158,3.211,2012,2,18
2.368,2.895,1.947,3.158,2,1.211,0.632,2.158,0.632,1.053,1.579,1.737,2012,2,19
4.316,5.842,4.158,4.105,4.895,4.158,3.737,4.158,3.316,4.421,5.316,4.211,2012,2,20
2.947,4.684,5.421,7.579,3.526,4.895,4.211,5.158,3.579,4.474,3.895,2.263,2012,2,21
3.263,4.105,2.632,2.474,3.947,2.211,2.316,2.947,2.158,2.105,3.737,3.632,2012,2,22
8.579,10.474,7.632,6.211,6.421,5.632,6.263,6.947,5.684,7.842,6.579,7,2012,2,23
3.8,4.211,3.421,5.579,3.474,3.737,2.368,3.579,3.474,4.789,3.789,4,2012,2,24
3,2.842,2.474,2.579,3.526,3,2.316,2.895,3.368,4.263,3.105,3.053,2012,2,25
3,3,2.474,2.421,3.684,1.842,1.947,3.263,2.421,3.632,2.842,3.263,2012,2,26
6.316,9.684,5.789,6.789,4.789,5.526,5.632,7.211,5.895,7.053,5.632,6.211,2012,2,27
5.474,6.684,5.947,6.053,3.947,3.842,4.263,6.053,3.158,7.105,2.947,4.211,2012,2,28
3.947,4.263,4.789,9.579,3.211,5.842,3.158,5.737,5.579,5.105,3.474,3.474,2012,2,29
4.053,4.842,3,2.947,3.053,3.105,2.579,2.947,3.368,3.421,3.368,4.105,2012,3,1
4.158,5.316,4.421,6.947,5.842,5.421,4.053,4.737,3.947,4.316,4.842,4.368,2012,3,2
3,3.474,3.263,2.947,5.995,3.789,3.105,3.579,4.579,2.429,2.737,3.211,2012,3,3
2.316,2.579,2,2.421,5.832,1.895,1.895,2.421,2.895,1.556,2.526,2.263,2012,3,4
4.947,5.789,4.105,5.053,6.344,4.947,4.526,4.368,5.737,3.105,5.211,4,2012,3,5
4.947,6.211,4.368,4.211,9.333,4,3.053,5.737,4.211,5.474,6.474,4.579,2012,3,6
8.632,11.316,8.526,8.211,8.579,8.263,8.158,10.421,8.316,8.053,8.789,8.474,2012,3,7
7.263,9,6.368,6.895,6.421,5.842,4.368,7,6.895,6.158,4.316,5.737,2012,3,8
3.526,4,3.526,2.947,3.526,3.368,2.789,3.737,3.789,3.211,3.474,3.263,2012,3,9
2.158,3.263,3.158,1.368,2.211,1.526,1.316,3.316,1.632,2.579,2.421,2.474,2012,3,10
6.632,10.368,6.158,4.789,7.316,5.263,5.895,7.526,5.789,5.158,7.895,6.684,2012,3,11
10.263,11.526,8.421,12.316,9,7.632,8.263,10.684,7.158,9.947,10.526,9.105,2012,3,12
3.895,7.947,3.947,4,4.789,5.368,4,4.684,6.368,5.579,5.158,4.474,2012,3,13
4.211,8.947,3.789,3.947,2.895,3.474,3.842,5.105,4.684,5.789,2.789,2.789,2012,3,14
5.579,7.632,4.632,12.263,5.158,7.895,7.947,6.526,8,5,6.526,6.211,2012,3,15
13.632,14.684,12.316,22.211,7.263,8.421,9.053,13.474,9.842,12.474,8.421,9.263,2012,3,16
3.737,7.947,3.474,18.789,6.211,14.895,15.263,3.211,10.105,2.947,7.684,6.842,2012,3,17
9.105,8.895,5.789,16,8.316,9.421,9.895,7.158,8.895,3.789,8.737,9.421,2012,3,18
18.368,20.474,17.474,29,12.895,7.842,5.895,17.737,7.737,18,12.789,12.474,2012,3,19
10.895,14.895,9.842,32.368,8.737,10.368,10.684,12.158,7.789,7.316,8.263,10.579,2012,3,20
9.895,13.474,8.316,24.579,9.211,13.105,13.368,12.053,9.421,11.875,9.421,9.947,2012,3,21
16.211,16.316,12.211,15.158,11.158,13.526,15,13.474,8.632,8.941,13.368,12.474,2012,3,22
11.333,5.362,4.263,9.158,1.526,5.842,7,4.842,10.643,2.947,3,3,2012,3,23
1.933,2.329,1,4.737,0.684,1,2.263,1.368,7.882,0.684,0.526,1.158,2012,3,24
3.263,3.632,5,7.158,3.947,4,5.684,6.105,5.782,5.263,3.316,2.789,2012,3,25
2.526,2.421,1.368,1.526,1.474,1.895,2.684,3.053,3.507,1.737,2.684,1.842,2012,3,26
3.263,3.474,2.684,7.105,2,2.474,2.421,3.368,0.8,1.895,3.947,2.895,2012,3,27
5.053,6.368,6.474,7.105,3.632,4.737,6.053,7.158,6.105,5.526,4.316,4.895,2012,3,28
2.105,0.947,3.053,3.368,1.316,4.789,5.684,2.474,6,3.526,2.211,0.895,2012,3,29
1.895,2.684,2.895,9,1.368,2.316,3.158,3.053,3.105,2.368,2.737,2.211,2012,3,30
2.421,2.789,3.211,10.421,1.526,2.211,2.789,3.526,2.895,2.421,1.737,1.105,2012,3,31
7,7.105,7.053,8.286,4.474,4.789,6.895,6.211,6,6.368,5.632,5.579,2012,4,1
3.053,3.526,3.211,9.162,2.263,2,3,3.053,3.684,4.053,3.474,2.211,2012,4,2
4.053,4.895,4.789,12,2.895,2.263,3.737,6.053,3.263,5.263,5.474,3.368,2012,4,3
4.316,4.947,3.737,5.474,3.105,2.579,2.895,3.789,3.211,3.684,3.316,2.789,2012,4,4
2.053,2.158,1.895,5.474,0.684,0.789,1.211,2.421,2.053,2.632,1.526,0.895,2012,4,5
1.842,1.632,1.684,3.579,1.158,1.368,1.789,1.737,1.789,1.684,1.526,1.105,2012,4,6
2.211,1.947,2.368,3.947,1.579,1.158,2.368,3.316,2.211,3.737,1.684,1.947,2012,4,7
4.316,4.211,3.684,5.526,3,4.263,5.526,4.474,5.684,7.421,4.684,4.211,2012,4,8
2,2.263,2.053,2.684,1.474,0.947,1.526,3.526,2.053,2,1.632,1.053,2012,4,9
3.526,3.316,2.737,4.474,2.158,2.316,2.947,3.737,3.158,3.842,2.789,2.316,2012,4,10
2.474,2.474,1.895,2.368,1.158,1.053,2.316,2.158,1.737,1.947,2.316,1.211,2012,4,11
2.263,2.737,2.684,3.211,0.632,1.632,1.895,3.158,2.158,6,1.842,1.053,2012,4,12
4.895,4.737,3.789,5.474,1.526,3.579,4.053,5.053,5.158,5.526,3.579,2.368,2012,4,13
8.684,9.368,8.789,10,4.842,9.368,9.789,10.263,7.789,9.684,8.842,7.895,2012,4,14
13.895,12.895,11.579,11.474,14.158,9.053,12.421,11.526,10.474,10.895,15.053,15.789,2012,4,15
9.526,10,10.316,10.684,9.737,9.105,7.632,12.789,9.895,11.684,14.263,8.632,2012,4,16
1.316,1.737,1.316,3.105,1.211,2.211,1.211,1.842,2,2.526,1.368,0.421,2012,4,17
1.579,2.737,1.684,7.526,1.579,3.263,3.158,2.895,2.526,2.737,3.368,2.105,2012,4,18
8.474,7.158,5.737,8.789,5.316,8.053,5.421,7.684,8.053,7.526,5.158,5.474,2012,4,19
3.368,4.842,2.947,11.737,3.211,7.632,6.474,6.263,8.632,3.211,4.211,4.316,2012,4,20
0.895,1.211,1,1.211,0.632,1.316,1.211,1.053,0.632,2.053,1.368,1.2,2012,4,21
0.737,1,0.684,2.105,0.947,1.474,1.053,1.053,1.105,0.684,1.789,0.421,2012,4,22
1.211,1.526,1.211,1.579,0.2,1.316,1.105,1.412,1.474,1.133,1,2.2,2012,4,23
2.053,2.263,1.737,2.947,2.167,3.263,2.789,2.6,2.684,2.812,3,1.5,2012,4,24
4.579,4.947,4.211,5.789,3.105,5.211,4.632,4.895,5.842,5.737,4.053,2.737,2012,4,25
5.895,7.316,5.632,12.474,6.158,5.895,6.211,7.632,5.316,6.474,5.895,5.263,2012,4,26
2.526,2.579,2.368,2.579,1.474,2.526,1.895,2.684,1.789,1.737,2.684,1.526,2012,4,27
4.105,4.211,4,7.053,2.158,4.474,4.263,4.368,4.526,4.526,2.895,2.158,2012,4,28
4.053,4.421,4.632,6.421,3.263,5.368,4.526,5.158,4.947,6.789,4.526,3.158,2012,4,29
4.684,6.421,4.895,12.421,3.105,7.053,6.474,6.895,5.053,5,5.105,4,2012,4,30
8.474,8,7.579,7.895,5.947,7.632,7.526,8,8.789,6.737,7.316,6.316,2012,5,1
7.526,10.737,7.947,20.789,6.947,13.316,11.474,10.105,10.368,6.737,9.474,9,2012,5,2
9.632,12.316,9.053,21.263,4.632,12.789,9.684,12.947,10.263,11.211,3.895,6.947,2012,5,3
4.263,4.368,4.842,7.421,4.316,6.368,2.526,6.526,4.526,4.947,3.526,1.684,2012,5,4
0.211,0.684,0.368,5.211,3.158,0.474,0.789,0.789,0.789,0.143,0.474,1.25,2012,5,5
5.105,3.421,3.895,10.737,4.947,4.263,5.474,4.632,4.579,4.474,5.158,3.105,2012,5,6
4.684,5.632,4,12.842,3.237,7.737,5,5.842,6.474,3.211,5.474,4.316,2012,5,7
6.053,9.211,6.632,8.842,2.368,7.053,6.158,7.263,7.737,8.947,6.368,6.053,2012,5,8
5.842,7.421,4.842,4.895,3,4.579,3.526,4.895,5.421,4.368,5.053,5.474,2012,5,9
1.263,1.737,2.105,3.421,3.351,3,1.684,2.789,2.684,2.684,1.368,1.842,2012,5,10
4.474,4.789,3.632,4.421,3.833,4.211,3.632,5.105,4.579,3.789,4.211,3.895,2012,5,11
12.158,12.421,9.316,9.474,7.632,10.526,7.421,10.895,7.632,8.737,9.789,8.263,2012,5,12
4.421,4.158,3.158,7.684,6.211,2.316,1.421,3.526,2.895,2.579,3.421,5.053,2012,5,13
8.053,10.211,9.684,19.316,7.632,4.368,3.316,10.632,5.105,6.579,4.368,8.474,2012,5,14
7.158,11.263,10.684,8.263,9.053,6.632,7.737,12.842,6.526,13.474,9.421,8.632,2012,5,15
5.368,4.737,3.526,4.263,4.211,3.632,2.158,4.105,3.947,2.789,1.895,3.263,2012,5,16
1.947,2.684,2.474,3.579,2.526,2.053,1,3.053,2.158,0.842,1.842,1.526,2012,5,17
3.895,6.316,4.263,13.789,4,4.684,4.789,6.789,4.842,3.947,4.474,4.737,2012,5,18
6.947,9.895,8.947,21.263,9.474,13.526,10.737,11.368,10.632,7.263,9.526,8.158,2012,5,19
11.421,17.053,17.421,28.737,13.053,18.158,14.263,14.789,12.421,18.105,26.474,13.158,2012,5,20
7.737,15.211,16.842,24.158,10.421,22.579,13.158,10.632,7.579,11.737,11.579,8.158,2012,5,21
7.947,7.684,8.316,15.263,6.316,4.263,4.316,9.789,6.105,4.083,4.421,6.895,2012,5,22
6,6.789,6.789,20.632,6.053,13.211,11.632,9.263,8.842,6.508,6.211,7.842,2012,5,23
7.421,7.789,6.263,19.789,7,7.368,8.053,8.579,8.684,10.724,9.632,8.263,2012,5,24
14.684,13.579,13.842,16.158,12.579,13.421,11.421,17.263,16,15.737,13.105,12,2012,5,25
5.316,5.632,4.263,7.632,5.526,3.842,3.421,5.632,4.526,5.368,4.263,3.737,2012,5,26
7.053,8.263,7.368,13.632,4.368,6.842,5.105,8.263,8.842,6.105,6.526,7.158,2012,5,27
15.105,16,14.526,23.789,12.211,13.737,13.211,18.053,16.737,15.158,14.895,15.737,2012,5,28
17.632,17.158,15.579,15.737,19.053,13.105,13.474,16,12.737,15.789,14.316,14.526,2012,5,29
3.053,4.053,2.368,4.421,4.526,2.842,2.579,2.789,3.158,3.316,1.684,2.421,2012,5,30
2.526,3.211,2.316,11.158,4.632,1.842,2.737,2.789,2.421,3.158,1.842,0.842,2012,5,31
1.632,1.737,1.421,7.474,1.105,2.895,1.526,3,4.684,1.737,0.684,1.368,2012,6,1
2.947,2.684,2.737,2.895,2.368,2.211,3.421,2.947,2.684,2.158,2.947,2.474,2012,6,2
2.105,1.895,1.684,2.684,2.158,2.368,2.684,1.947,4.368,2.684,1.263,1.474,2012,6,3
2.895,4.421,3.105,5.579,2.053,2.895,2.632,3.368,3.211,3.684,1.895,2.368,2012,6,4
4.158,4.474,3,6.211,1.947,1.684,2.526,3,3,3.263,2.842,2.526,2012,6,5
6.526,7.105,5,6,2.579,4.421,5,4.579,4.947,5.737,4.421,4.053,2012,6,6
8,6.842,5.368,6.158,1.895,3.947,5,5.526,4.895,6.263,5,4.842,2012,6,7
5.316,6.421,4,5.421,3.842,3.895,5,4.789,5.053,5.053,5.684,5.474,2012,6,8
10.368,9.947,8.895,10.737,8.579,9.684,10.421,8.632,9.842,10.737,8.842,9.263,2012,6,9
11.895,20.579,19.789,20.211,13.842,19,16.632,18.632,15.526,20.053,17.158,18.632,2012,6,10
18.632,24.789,22.632,36.368,19.316,20.895,21.737,22.526,20.421,21.316,25,22.789,2012,6,11
10.526,10.421,9.053,8.474,7.789,7.789,9.053,9.263,8.526,9.947,7.053,7.211,2012,6,12
1.895,2.632,1.211,1.737,1.053,1.105,0.789,1.526,2.368,2.474,1,0.632,2012,6,13
2.842,3.316,2.474,8.474,1.947,4.053,3.105,2.947,4,3.105,2.526,3.211,2012,6,14
5.842,7.842,4.632,15.632,5.474,8.105,8.053,5.947,7.158,4.842,7.053,6.421,2012,6,15
9.053,9.842,9.105,13.737,9.158,12.737,11.053,10.158,8.263,10.632,11.737,9.421,2012,6,16
11.789,13.158,13.526,11.895,9.947,12.632,13.105,13.421,12.105,13.263,14.316,13.526,2012,6,17
12.579,11.737,12.316,8.842,11.526,9.947,10.421,10.842,9.737,9.895,12,12.684,2012,6,18
17.737,18.368,19,14.368,15.316,17.105,14.316,20.474,12.789,15.842,15.789,16.526,2012,6,19
12.421,15.105,14.263,11.842,13.158,13,12,13.632,14.105,13.316,13.053,13.316,2012,6,20
16.842,20.526,16.316,16.053,14.579,17,14.211,14.842,20.526,17.632,14.158,15.526,2012,6,21
2.421,4.158,3.053,2.421,1.947,2.789,2.053,2,3.368,3.263,1.474,2.316,2012,6,22
12,4.632,4.211,4.158,1,3.895,3.211,3.368,3.789,3.895,2.316,3.632,2012,6,23
5.789,6.737,7,5.579,3.789,5.263,5.105,6.105,5.474,6.474,6.158,12.421,2012,6,24
0.526,1.842,2.158,2.421,1.105,3.684,2.474,1.842,3.263,1.895,1.105,2.158,2012,6,25
3.316,3.474,2.842,3.526,1.474,3.211,3.105,2.579,3.158,2.632,2.895,2.789,2012,6,26
6.421,6.316,5.579,6.105,3.474,4.684,4.368,4.895,5.421,6.947,4.632,5.158,2012,6,27
15,13.789,12.737,12.789,8.053,12.211,14.737,11.842,10.842,12,10.579,13.263,2012,6,28
8.105,8.474,8.947,9.842,7.895,12.263,9.263,8.316,16.842,12.474,6.842,6.474,2012,6,29
6.789,6.789,6.158,7.105,4.474,8.737,5.526,6,8.474,8.737,5.474,4.947,2012,6,30
3.947,3.789,3.158,3.684,4.316,4.842,2.895,3,4.842,4.158,5.316,3.947,2012,7,1
5.474,5.368,5.375,5.368,6.053,6.789,4.632,4.211,5.789,5.263,6.113,4.947,2012,7,2
10.842,10.789,9.162,12.526,7.842,9.211,8.211,9,10.158,13.421,7,9.895,2012,7,3
14,13.105,12.316,11.421,11.579,10.474,11.368,12.263,13.842,15,11.158,9.895,2012,7,4
5.526,8,8.105,17.211,5.684,14.684,10.368,6.526,17.526,10.211,5.263,9.421,2012,7,5
10.526,11.368,11.474,11.842,10.632,12.579,12.368,12.842,13.895,12.789,11.737,11.368,2012,7,6
7.684,8.053,7.842,18.316,7.526,11.053,7,6.421,13.632,8.684,6.684,6.368,2012,7,7
5.947,8.789,6.105,11.895,4.053,6.263,4.632,5.737,7.684,7.526,3.632,4.684,2012,7,8
6.105,6.421,4.579,6.842,2.474,4.474,4.632,4,4.737,4.789,3.842,4.474,2012,7,9
4.526,9.158,6.842,14.474,4.632,5.158,3.842,5.684,5.895,7.263,4.474,4.368,2012,7,10
5.579,6.316,6.789,14.368,4.842,6.737,5.632,7.474,7.316,6.842,5,6.842,2012,7,11
11.526,10.737,9.579,16.947,10.526,7.789,5.895,11.368,8.789,11.947,5.211,5.737,2012,7,12
17.211,17.421,15.158,26,11.316,15.684,14.158,16.947,14.684,16.632,10.684,18.368,2012,7,13
10.263,10.158,10.684,12.211,14.316,9.053,8.368,9.947,8.053,12.105,13.474,20.474,2012,7,14
13.895,13.316,13.737,12.368,16.632,10.105,11.789,11.684,9.632,11,12.474,26,2012,7,15
10.158,9.684,9.684,10.833,7.421,10.211,9.474,9.526,9.947,10.368,7.421,7.571,2012,7,16
13.579,14.474,10.895,12.071,13,12.316,11.053,10.895,12.684,13.263,14.947,13.632,2012,7,17
11.842,12.895,11.053,19.947,8.842,11.947,10.579,9.579,9.842,14.053,8.684,10.263,2012,7,18
4.158,5.421,4.053,9.737,3,6.053,5.842,4.474,8.579,12,4.053,5.105,2012,7,19
2.474,3.737,1.737,7.368,1.526,2.368,2.842,2.263,2.263,0.143,2.368,1.895,2012,7,20
10.474,7.895,6.684,12.105,6.053,6.526,5.895,6.421,9.421,4.211,4.895,6,2012,7,21
20.895,18.368,11.579,12,11.263,11,9.842,9.684,9.8,10.842,19.211,12.842,2012,7,22
12.789,15,15.895,14.737,15,13,12.947,13.842,8.39,13.211,14.421,12.684,2012,7,23
6.421,7.158,8,8.737,1.333,6.842,6.316,5.158,7.211,6.579,6.053,5.316,2012,7,24
4,4.789,4.263,5.263,2.947,3.4,2.158,4.263,2.474,5,4.474,4.211,2012,7,25
7.947,6.474,5.158,6.316,7.842,5.429,4.053,4.474,5.368,5.053,8.316,6.421,2012,7,26
5.632,5.737,4.947,10.158,5.263,6.737,5.211,4.263,7.211,5.105,5.737,5.158,2012,7,27
5.316,4.474,5.474,10.895,1.842,7.947,5,4.737,6.842,4.526,2.158,3.211,2012,7,28
5.263,3.737,4.947,5.842,5.737,4.263,3.105,5.368,5.842,6.053,3.105,3.789,2012,7,29
9.474,7.421,7.632,8.263,6.105,7.053,7.947,7.421,5.632,8.211,6.105,6,2012,7,30
14.789,14.316,13.684,19.632,9.211,13.211,9.947,17.316,14.158,18.579,11.421,14.842,2012,7,31
3.947,4.842,5.789,9.474,4.737,4,4.316,8.053,3.895,7,6.263,4.421,2012,8,1
15.316,11.368,11.105,12.789,8.474,9.737,11.053,12.368,10,11.842,6.722,12.316,2012,8,2
19.579,15.053,16.389,23.143,11.737,18.368,16.579,15.158,19.579,19.684,10.389,11.316,2012,8,3
19.632,18.316,11.912,25.211,14.632,21.211,18.737,18.368,21.684,18.316,18.105,19.579,2012,8,4
10.211,10,10.601,11.789,8.158,7.526,8.579,6.579,9.789,8.053,8.947,8.526,2012,8,5
2.105,1.684,10.131,2.263,0.684,0.842,0.526,1.105,1.053,1.368,0.684,0.632,2012,8,6
6.211,9.842,12.795,5.842,6.316,4.211,4.737,3.684,3.368,4.421,5.842,5.368,2012,8,7
13.053,13.947,17.583,10.053,10.737,8.053,7.789,11.947,7.947,12.895,7.842,8.789,2012,8,8
8.579,8.684,9.579,10.105,6.316,7,6.158,6.947,7.263,9,4.842,6.053,2012,8,9
6,6.842,7.053,6.526,3.526,4.158,3.421,5.158,5.526,6,4.333,5.158,2012,8,10
3.474,4.368,4.579,4,4.895,2.684,2.421,3.579,2.211,4.263,3.895,3.105,2012,8,11
2.579,2.895,3.316,3.421,3.789,2.211,3.158,2.211,2.684,2.789,3.053,1.632,2012,8,12
7.684,7.263,6.263,6.684,4.105,6.579,7.105,5.421,6.263,7.263,4.947,5.211,2012,8,13
10.579,12.368,10.105,15.263,6.421,9.105,9.263,8.895,10.105,10.579,6.737,8.211,2012,8,14
11.789,11.789,11.737,12.368,6.947,8.474,7.474,11.158,8.947,13.316,9,8.684,2012,8,15
12.842,13.105,10.895,11.211,8.421,10.895,9.105,11.158,12.632,12.632,10.789,11.368,2012,8,16
2.842,3.158,2.684,3.316,3.263,2.105,4.421,2.421,2.579,3.368,2.474,2.632,2012,8,17
2.684,2.895,2.316,2.737,1.526,3.211,4.789,3.053,2.263,2.684,2.474,2,2012,8,18
6.053,5.579,4.684,3.737,4.263,4.579,5.567,4.947,5,4.895,4,4.895,2012,8,19
2.789,2.947,3.316,3.053,1.789,2.789,6.837,3.158,3.895,2.789,2.632,2.632,2012,8,20
6.105,7,4.632,5,3.368,4.368,7.562,4.158,5.842,6.421,4.579,4.842,2012,8,21
10.053,9.526,7.895,10.579,6.421,11.053,8.707,9.789,10.579,12.211,6.263,6.316,2012,8,22
12.316,13.526,10,11.105,8.421,10.632,7.167,10.158,11,12,9.158,9.842,2012,8,23
14.895,16.842,15.632,24.474,16.105,13,13.579,13.526,19.316,16.263,13.053,14,2012,8,24
19.947,23,21.158,29.632,17.053,15.818,24.316,20.579,19.053,26.105,21.789,21,2012,8,25
14.632,15.316,16.421,13.421,15.368,13.842,14.632,15.474,12.526,15.632,18.053,16.842,2012,8,26
8.053,9.263,8.474,6.842,6.368,7.842,9.632,7.789,7.842,8.368,10.737,9.579,2012,8,27
3.842,4.684,4.105,5.789,3.895,4.368,4.526,4.211,4.684,6.789,3.526,3.737,2012,8,28
3.737,4.526,3.526,5.211,1.158,2.368,3,3.526,2.632,3.316,2.632,2.316,2012,8,29
9.316,12.105,8.368,6.632,5.579,7.526,8.632,8.211,6.579,8.053,7.316,8.368,2012,8,30
14.105,13.632,11.316,11.895,11.316,11.526,12.684,12.368,14.368,13.211,12.737,12.737,2012,8,31
4.474,5.789,5.316,13.368,3.579,7.579,6.316,6.053,7.263,6.368,4.684,4.895,2012,9,1
4.105,4.632,3.579,9.368,2,5.316,4.842,4.474,7.158,4.474,2.789,3.632,2012,9,2
10.263,12.263,10.684,17.737,8.421,11.632,10.947,12.368,13.684,10.368,9.842,13.684,2012,9,3
9.263,12.316,12.737,12.421,3.789,11.263,15,12.684,7.684,12.263,20.526,12.526,2012,9,4
7.737,9,8,15.158,2.474,6.158,7.158,11.053,7.895,9.947,9.211,6.947,2012,9,5
8.842,7.632,7.579,10.947,4.789,7.053,6.632,9.526,12.789,10.474,6.684,7,2012,9,6
12.526,11.842,10.737,11.053,3.947,11.211,9.421,12.316,10.789,11.053,8.158,7.105,2012,9,7
7.632,6.421,4.158,3.211,4.211,2.316,2.737,4.526,2.211,5.782,2.789,4.211,2012,9,8
2.632,2.053,2.263,1.421,1.474,1.158,1.316,1.842,2.053,1.115,2.421,1.895,2012,9,9
2.789,4,2.211,1.842,0.895,2.421,2,1.579,2.368,1.316,2.737,1.737,2012,9,10
8.474,8.632,5.789,5.632,4.579,5.526,5.263,6.632,6.158,6.632,5.737,5.053,2012,9,11
12.053,9,8.158,8.895,9.211,9,8.316,8.263,8.526,8.474,10.368,9.526,2012,9,12
15.842,18.053,12.789,14.263,12.316,13.789,13.421,12.895,13.105,14.053,14.526,12.895,2012,9,13
3.737,4.632,3.474,6.737,2.789,3.842,2.895,3.684,4.737,5.263,2.158,2.053,2012,9,14
2.579,3.105,1.684,2.263,0.632,1.842,1,1.579,2,1.526,1.789,1.526,2012,9,15
4.316,4.737,4.842,5.316,1.421,5.263,4.895,4.316,3.737,5.895,3.684,4.368,2012,9,16
9.579,8.842,7.526,8.474,7.105,8,6.895,7.368,8.316,7.211,10.526,9.263,2012,9,17
6.474,7.421,5.947,5.895,4.267,4.474,4.474,5.211,4.474,7.632,5.842,5.895,2012,9,18
2.105,1.857,1.211,1.737,1.214,2,1.474,1.632,2.474,1.737,1.684,1.316,2012,9,19
4.789,7.789,4.789,5.211,2.632,4.474,8.368,4.684,4.632,7.684,5.842,5.263,2012,9,20
9.684,11.053,6.526,7.789,4.211,7.105,6.551,6.263,5.053,5.789,6.316,7,2012,9,21
4.158,4.316,2.368,3.053,2.579,2.632,2.9,2.947,1.947,2.053,2.474,2.737,2012,9,22
