"X60410","X60430","X60434","X60512","X61104","X61402","X61502","X61603","X62601","X63001","X65001","X65101","year","month","day"
3.263,3.789,1.105,3.474,1.947,3.053,3.474,2.211,2.211,4.737,3.474,2.632,2017,12,14
8.737,8.789,10.368,11.158,7.895,12.421,10.421,9.684,7.474,10.842,10.789,8.526,2017,12,15
5.263,5.737,3.158,4.947,2,3.579,3.421,3.632,6.053,5.895,4.053,3.842,2017,12,16
5.789,7.053,6.105,6.737,3.421,10.316,5.632,5.895,7.895,6.632,5.421,5.105,2017,12,17
17.632,16.158,21.368,21.316,6.105,18.789,21.263,19.316,16.211,17.053,21.316,14.474,2017,12,18
15.684,13.526,12.789,14.632,14.053,13.684,13.105,14.421,15.842,14.158,14.947,12.684,2017,12,19
3.474,2.789,1,1.105,0.833,0.368,1.368,0.789,2.632,3.158,2.105,2.211,2017,12,20
4.053,6.158,1.895,6.737,2.842,4.158,5.526,3.684,2.579,3.474,4.316,4.053,2017,12,21
4,5.368,4.895,8.053,3.263,9,5.789,5.947,7.316,4.947,4,2.789,2017,12,22
15.526,20.211,21.526,22.368,13.789,15.526,19.737,17.368,11.158,21.842,12.316,14.526,2017,12,23
5.105,4.842,3.158,4.368,2.526,4.421,4.263,3.842,4.316,5.632,2.526,2.895,2017,12,24
3.474,4,2.737,3.789,3.632,4.158,4.105,3.842,5.263,4.158,3,2.474,2017,12,25
3.789,4.684,3.789,5.211,1.947,4.789,3.895,3.263,2.263,3.947,3.421,3.263,2017,12,26
5,7.632,6.526,7,5.158,5.684,5.316,4.579,3.316,5.684,3.947,3.895,2017,12,27
5.789,8.421,6.579,6.474,4,4.632,3.316,6.368,4.526,6.316,6.526,5.421,2017,12,28
7.158,8.211,11.105,12.316,3.947,13.211,10.474,10.579,6.211,11.526,6.421,5.211,2017,12,29
16.105,15.421,15.211,13.579,4.421,11.789,11.316,14.842,12.158,15.895,16.842,15.737,2017,12,30
3.947,5.684,5.211,4.263,3.053,4.105,3.895,4.632,5,4.895,3.895,3.632,2017,12,31
6.789,9.053,6.158,5.684,4.632,5.632,5.105,5.368,4.789,7.526,7.947,6.105,2018,1,1
5.842,7.632,8.316,6.632,4.421,7.105,6.368,8.158,4.632,6.316,5,5,2018,1,2
9,9.316,8.368,8,8,7.368,9.421,8.158,6.737,8.421,15.158,8.474,2018,1,3
10.684,8.632,5.842,8.526,8.895,7.789,4.526,7.263,8.895,10.053,6.053,6.947,2018,1,4
5.316,4.158,2,3.368,2.526,2.684,3,3.789,2.842,3.474,3.368,2.474,2018,1,5
5.105,6.421,5.842,5.158,5.053,3.316,2.789,5.421,3.526,4.105,5.947,4.053,2018,1,6
9.789,7.842,8.263,8,5.211,7.632,6.526,6.368,5.105,6.684,7.579,5.316,2018,1,7
12.211,10.421,11.684,11.105,9.474,11.158,13.211,11.421,10.737,9.789,17,10.947,2018,1,8
8.158,7,5.316,9.579,4.158,15.316,7.684,6.947,16.842,10.368,4.316,5.263,2018,1,9
11.474,14.947,13.526,21.211,10.947,13.842,13.789,15.895,12.947,16.895,14.105,13.684,2018,1,10
8.474,7.368,5.368,4.684,8.474,3.421,5.842,5.263,7.316,7.182,10.789,10,2018,1,11
4.632,3.789,3.579,4,2.263,1.421,2.789,4.105,5.263,5.714,3.263,4.526,2018,1,12
2.737,3.632,0.579,2.526,2.263,2.474,1.895,1.211,2,2.579,4,2.263,2018,1,13
5.263,7.789,5.474,6.158,4.947,3.947,4.526,3.789,3.053,5.895,4.684,5.421,2018,1,14
4.632,4.895,3.684,4.474,4.263,3.632,4.842,3,3.053,3.684,3.632,3.263,2018,1,15
14.684,15.895,16.526,17.947,11.895,14.474,20.421,16.474,10.368,19.105,9,13.947,2018,1,16
18.947,17.421,16.421,14.526,13.579,16.947,13.789,14.737,11.947,16.632,16.368,14.053,2018,1,17
17.368,16.368,17.105,13.842,18.632,14.842,17.895,14.526,13.368,15.105,22.684,18.947,2018,1,18
20.895,18.737,18.526,16.737,21.105,15.263,19.368,16.526,15.474,16.263,24.526,20.737,2018,1,19
14.947,12.316,13.842,11.474,11.789,11.368,13.842,12.737,12.368,12,14.632,12.158,2018,1,20
30.053,27.368,28,25.947,24.737,27.895,33.684,28.263,21.947,27.368,28.632,30.895,2018,1,21
19.474,13.684,14.105,15.263,15.579,8.368,7.316,7.105,7.895,13.158,25.053,11.737,2018,1,22
8.526,6.895,5.368,5.421,7.105,4.579,5.737,6.053,3.684,5.263,5.579,5.579,2018,1,23
3.579,2.842,1.368,2.421,0.684,2.842,2.579,2.737,2,1.421,2.789,2.579,2018,1,24
3.737,5.316,6.684,7.789,3.368,3.632,4.263,6.842,4.579,6.211,4.789,5.158,2018,1,25
9.895,11.211,10.842,14.842,8.579,11.053,9.947,11.684,9,10.579,16.263,12.474,2018,1,26
9.158,9.211,8.368,8.368,9.474,8.211,9.053,9.316,7.526,8.263,10.158,7.474,2018,1,27
9.316,8.263,7.842,10.737,7.263,9.737,8.895,8.789,9.368,9.684,8.211,6.842,2018,1,28
2.947,4.737,2.895,4.105,2.684,4.895,3.421,2.895,5,3.579,2.895,3.684,2018,1,29
2.158,4.368,1.789,2.947,1.684,2.105,2.579,2.316,2.158,3.316,2.579,2.158,2018,1,30
5.632,7.105,7.263,5.842,4.105,6.263,5.947,5.789,4.053,7.421,8.316,5.579,2018,1,31
12.737,10.684,11.842,11.842,9.474,11.789,10.789,11.632,13.211,11.842,10.105,9.947,2018,2,1
4.684,3.211,1.211,2.053,1.947,1.526,2.526,1.789,2.421,1.158,2.737,2.842,2018,2,2
8.263,7.737,8.947,7.947,6.789,9.526,9.263,7.842,5.737,8.579,8.263,5.263,2018,2,3
9.421,8.158,9.368,5.053,8.526,5.211,8.579,8.316,5.632,6.158,7.737,6.789,2018,2,4
3.579,5.579,2.421,2.263,2.789,3.474,4.474,3.789,4.158,3.368,4.684,3.368,2018,2,5
11.895,12.053,11.421,11.947,9.684,10.053,11.632,10.737,7,11.105,11.053,8.632,2018,2,6
10.474,13.211,13.316,13.579,10.333,13.684,15.211,12.737,10.105,12.579,11.316,8.053,2018,2,7
10.158,11.474,9.526,9.211,7.714,10.263,9.105,10.158,10,9.579,8.316,6.947,2018,2,8
21.316,22.421,25.684,23.632,11.526,23.579,26.526,24.158,17.684,23.526,17.632,17.263,2018,2,9
17,15.526,19.842,22,13.789,23.789,27.895,17,23.789,19.211,17.947,13.421,2018,2,10
8.579,8.526,8.684,8.737,5.368,7.105,7.211,7.474,11.158,6.053,7.368,6,2018,2,11
5.947,6.895,5.842,6.474,2.947,5.579,6,5.947,8.368,5.053,6.579,4.263,2018,2,12
8,11.789,9.842,11.947,5.737,11.263,10.053,11.526,7.316,9.053,8.211,5.789,2018,2,13
24.789,22.579,24.053,24.579,20.474,23.789,28.263,24.789,18.632,23.105,25.737,28.632,2018,2,14
17.368,16.368,14.263,13,18.421,7.158,11.895,12.105,6.368,13.158,21,15.789,2018,2,15
9.158,7.105,8.158,8.947,10.421,8.105,5.421,7.789,7.947,9.474,5.053,7.421,2018,2,16
7.053,9.105,7.632,5.842,5.474,7.421,8.632,6.684,6.368,6.316,12.737,7.526,2018,2,17
11.895,10,10.263,13.895,10.158,14.684,11.316,11,13.105,11.579,9.368,9.211,2018,2,18
10.474,11.474,12.737,15.158,9.263,10.842,10.368,11.579,3.789,13.526,14.895,11.579,2018,2,19
5.105,4.789,7.263,8.474,3.467,4.789,4.368,5.579,7.947,6.474,2.526,3.316,2018,2,20
6.158,3.632,3.947,4.947,1.5,3.526,2.368,4.947,2.158,4,3.421,2.684,2018,2,21
3.368,3.895,1.474,4,2.263,2.947,2.684,2,1.474,3.368,2,1.684,2018,2,22
4.211,7,5.789,14.105,3.474,9.158,8.632,6.895,5.316,8.316,5.895,5.263,2018,2,23
4.053,3.421,3.316,6.053,3.368,4.579,3.947,3.842,3.474,3.526,1.632,3.263,2018,2,24
4.158,4.789,5.053,11.105,3.474,6.737,5.737,4.421,4.053,2.842,6.053,3.684,2018,2,25
7.158,5.526,4.474,4.789,4.316,5.421,4.105,6.684,4.158,4.789,6.421,4.105,2018,2,26
10,9.737,7.211,5.684,8.632,6.632,6.684,6,5.526,6.632,8.737,5.105,2018,2,27
6.842,7.842,7.368,6.316,6.368,6,6.579,5.789,8,6.737,10.316,7.053,2018,2,28
5.684,5.684,3.737,7.053,2.526,6.211,4.526,4.947,5.579,3.947,2.789,4.211,2018,3,1
3.947,3.579,3,3.316,3.368,2.632,1,2.789,1.211,2.474,2.158,3.421,2018,3,2
3.632,2.421,2.053,2.737,3.842,2.421,1.053,2.632,2.105,4.316,1.947,2.737,2018,3,3
2.632,2.421,1.632,1.684,2.632,2.474,0.895,2.421,1.526,1.789,1.421,2.895,2018,3,4
4.474,5.316,5.211,6.105,3.158,4.053,0.737,3.158,3.421,2.895,2.737,3.263,2018,3,5
3.842,6.474,5.105,7.316,4.526,6.316,6.421,5.579,5.737,3.842,5.947,5.789,2018,3,6
11.158,14.421,11.421,18.105,8,16.474,14.211,13.316,12.737,15.789,13.947,12.053,2018,3,7
3.895,2.737,1.632,1.789,3.895,1.737,2.316,1.895,0.526,2.421,2.263,2.421,2018,3,8
4.632,4.526,3.053,3.211,3.158,1.737,1.789,4.789,2.368,4,2.737,2.737,2018,3,9
4.737,3.158,1.947,1.895,2.684,1,1.053,2.526,1.579,1.737,2.211,3.053,2018,3,10
3.158,3.105,3.579,4.526,2.368,2.474,2.158,3,2.474,2.737,2.053,2.947,2018,3,11
3.632,6.421,6.632,7.421,3.632,7.684,4.684,5.684,9.211,5.947,5.526,3.211,2018,3,12
4.526,4.105,3.105,6.158,3.895,3.526,3.579,2.895,4.263,3.684,4.895,4.211,2018,3,13
3.368,2.579,2.474,3.421,2.579,2.947,2.737,3.316,2.421,2,3.316,2.684,2018,3,14
6.526,8,6.474,8.105,4.895,6.789,6.474,7.368,7.684,5.579,6.105,4.579,2018,3,15
5.105,5.105,3.737,4.421,4.737,4.211,3.632,4.474,2.632,4,3.895,3.737,2018,3,16
4.263,3.211,2.579,4.368,2.526,3.263,2.474,3.316,4.684,4.526,4.105,1.947,2018,3,17
4.895,4.211,4.842,5.895,4.105,4.684,4.421,4.211,4.526,3.947,5.211,3.526,2018,3,18
2.263,3.789,1.789,3.684,2.263,3.053,1.263,2.842,1.429,2.263,1.579,2.684,2018,3,19
4.105,5.526,4.316,4.789,3.053,3.526,2.474,4.526,3.842,4.684,3.632,3.526,2018,3,20
2.316,3.421,2.842,8.842,2.053,3.895,1.632,3.158,3.263,3.789,1.421,2.632,2018,3,21
2.842,3,2.053,3.421,3.316,3.842,2.632,2.158,2.421,2.632,4.158,3.053,2018,3,22
2.895,4.368,2.368,4.211,3.316,4,2.474,3.368,4.211,2.526,3.842,3,2018,3,23
2.158,3.737,3.263,5.158,2.158,3.105,1.895,3.947,4.368,4.053,3.895,2.895,2018,3,24
2.632,4.632,5,4.474,2.526,3.842,2.526,3.421,2.368,3.579,2.526,3.474,2018,3,25
4.421,6.263,5.368,11.105,3,5.316,5.842,5.053,4.737,5.947,4.053,3.789,2018,3,26
6.105,8.263,6,7.316,5.474,8.316,5.526,6.632,6.105,7.895,8.579,6.158,2018,3,27
7,6.632,8.158,13.842,4.684,7.947,7.053,7.684,13.579,6.684,4.842,5.158,2018,3,28
9.316,12.421,11.316,12.789,7.789,15.105,19.158,8.684,10.684,9.947,14.895,14.053,2018,3,29
5.211,5.789,4,5.105,3.947,5.474,3.579,4.789,4.684,5.632,2.842,3.947,2018,3,30
6.158,4.263,5.263,6.947,3.895,5.105,7.474,4.526,4.316,6.429,6.316,4.895,2018,3,31
2.895,1.947,1.158,2.158,3,2.211,2.474,2.368,2.947,3.263,2.316,2.526,2018,4,1
7.789,7.684,5.421,6.947,5,6.158,5.316,8,5.263,6.368,5.263,5.053,2018,4,2
6.789,8.684,7.737,10.053,6.632,10.368,7.737,7.947,6.789,7.368,5.263,7.316,2018,4,3
3.316,3.474,2.421,2.684,2.895,1.842,3.526,2.632,3.632,2.579,2.632,3,2018,4,4
3.105,4.474,2.474,2.947,3.632,3.158,3.737,3.421,4.526,4.158,4.316,3,2018,4,5
9.474,11.474,10.421,12.684,7.474,9,10,11.737,7.737,11.211,13.421,12.368,2018,4,6
3.526,2.474,2,1.947,2.158,2.211,2.632,2.737,3.474,2.632,3.053,2.368,2018,4,7
5,3.474,2.368,2.947,3.895,3.105,3.105,4,5.211,3.579,2.579,2.632,2018,4,8
3.947,4.316,3.421,8.737,4.263,5,4.526,3.684,4.316,4.632,3.737,4,2018,4,9
8.947,7.263,8.053,13.895,5.368,12,9.632,9.421,9.579,12.053,7.158,5.053,2018,4,10
18.368,17.053,14.211,15.842,17.947,12.632,15.474,15.421,12.316,12.316,17.105,16.158,2018,4,11
23.842,24.579,22.316,29.053,15.947,18.053,21.105,23.421,15.105,23.158,24.105,20.579,2018,4,12
5.053,3.895,3.421,5.947,3.263,7.263,7.895,4.474,8.579,3.684,4.263,3.842,2018,4,13
3.632,3.789,3.316,5.684,3.789,4,3.158,3.789,3.316,5,3.316,4.211,2018,4,14
3.895,4.263,3.789,5.789,4.421,1.947,3.316,2.789,2.579,2.579,3.947,3.316,2018,4,15
3.053,3.632,4,10.474,2.316,4.684,4,4.789,7.105,3.316,1.947,2.474,2018,4,16
2.895,2.105,1.684,1.474,2.632,1.947,1.579,2.474,2.737,2.053,1.684,1.526,2018,4,17
2.842,3,2.632,3.105,2.158,3.421,2.526,2.895,3,4.105,1.737,2.684,2018,4,18
3.105,3.316,4.368,4.632,2.895,4.632,2.842,3.368,2.632,2.947,3.316,2.474,2018,4,19
3.632,3.211,4.368,5.526,4.053,3.684,3.684,3.737,4.474,2.263,3.526,2.789,2018,4,20
5.316,4.474,5.474,6.421,5.368,5.263,3.684,3.947,5,3.789,5.211,3.421,2018,4,21
6.684,4.684,4.684,12,5.895,6.947,6.947,5.895,6.947,7.316,7.105,3.947,2018,4,22
7.368,8.842,5.895,16.474,6,9.053,6.368,6.632,5.474,4.579,7.474,4.474,2018,4,23
8.737,10.211,8.947,10.263,7.579,6.684,8.263,7.053,7.474,7.947,14.632,7.842,2018,4,24
5.684,4.368,5.368,13.632,3.947,6.579,3.789,6.842,5.684,6.353,4.158,3.737,2018,4,25
2.684,1.263,1.421,2.895,2.526,3.474,3.526,1.947,3.579,0.357,2.158,1.737,2018,4,26
7.158,12,9.421,17.421,5.421,8.526,13.211,10.421,7.105,12.684,8.053,8.105,2018,4,27
7.895,6.789,7.158,11.211,5.737,9.263,7.526,8.526,6.421,10.158,5.211,4.895,2018,4,28
2.842,2,2.368,2.947,3.053,2.842,2.263,2.211,3.526,1.684,3.947,1,2018,4,29
4.474,4.684,4.474,5.474,5.316,5.211,5.053,3.947,6.684,5.316,5.211,2.895,2018,4,30
15.737,19.947,10.105,10.684,10.368,11.368,11.789,11.579,18.368,12.263,13.263,9.158,2018,5,1
11.263,9.947,9.368,10.368,11.421,9.789,8.895,10.895,9.737,10.316,13.211,9.789,2018,5,2
10.789,6.526,10.737,9.474,11.263,6.368,11.316,9.737,10.316,7.316,11.421,7.842,2018,5,3
5.579,7.211,4.059,14.947,4.368,6.375,4.421,4.895,5.737,3.263,7.105,3.895,2018,5,4
5.526,5.632,9.571,5.316,6.737,5.621,6.684,3.474,7.737,6.158,5.158,4.053,2018,5,5
9.842,9.316,7.895,21.316,4.263,4.971,19.684,8.316,11.895,14.842,7.105,7.158,2018,5,6
3.421,4.211,2.474,9.474,3.474,4.294,4.263,3.316,3.789,4.526,2,2.368,2018,5,7
5.684,10,5.368,18.211,4,7.474,7,9.842,7.263,7.053,9.895,5.789,2018,5,8
8.895,12.526,13.421,27.211,6.895,16.947,11.368,20.632,13.579,10.368,11.632,10,2018,5,9
9.263,5.947,7.947,8.526,6.316,7.263,6.684,5.789,12.158,5.105,7.737,5.632,2018,5,10
2.737,4.526,4.263,5.105,3,3.579,2.789,3.789,5.789,2.667,1.158,1.842,2018,5,11
4.737,4.895,4.053,8.842,5.158,5.474,7.632,3.368,3.368,4.158,3.368,6.842,2018,5,12
5.684,5.053,6.211,18.632,4.737,11.474,9.895,6.421,10.211,6.895,4.947,3.579,2018,5,13
13.526,19.579,12.316,10.5,6.632,13.789,20.158,12.526,12.158,9.526,11.842,8.789,2018,5,14
11.895,11.684,8.105,6.579,14.105,5.895,6.421,8.158,7.211,7.895,10.316,7.316,2018,5,15
4.158,5.947,4.526,16.316,5.105,9.632,6.182,6.105,6.737,4.158,11.316,3.789,2018,5,16
15.158,13.526,14.316,28.421,10.842,15.842,11.421,18.368,16.211,23.947,10.421,11.842,2018,5,17
4.211,4.053,1.895,3.947,3,4.158,1.842,4.105,1.211,2.333,1.421,1.842,2018,5,18
5.737,3.895,8,18.579,3,4.316,4.211,7.632,6.895,4.188,9.263,5.842,2018,5,19
5.263,5.632,3.947,9,2.263,6.579,5.158,5,5.263,3.474,2.158,3.158,2018,5,20
5,4.737,3.368,10.368,3.632,9.947,4.737,5.526,2.632,5.2,7,3.421,2018,5,21
9.316,11.368,11.789,22.579,8.842,18.842,12.842,9.053,27.895,5.421,9.105,9.211,2018,5,22
6.632,6.421,4.158,6.421,6.316,4.632,3.842,4.632,6.211,6.421,4.579,3.789,2018,5,23
13.474,14.316,12.789,9.947,8.211,11.263,7.947,11,13.316,13.632,11.474,9.684,2018,5,24
13.263,11.737,10.158,12.211,8.158,9.842,10.895,10.421,10,10.737,11.368,7.421,2018,5,25
12.947,9.737,13.421,12.947,6.947,6.3,10.474,10.158,16.053,15.684,10.316,8.632,2018,5,26
12.158,11.842,13.421,27.368,8.316,18.895,16.737,17.053,18.158,14.474,11.684,12.474,2018,5,27
8.947,13,9.474,13.263,6.158,9.263,10.474,13.632,7.316,9.579,11.421,9.789,2018,5,28
8.684,9.579,10.158,14.895,6.579,13.316,9.895,10.737,10.947,10.789,9.474,7.895,2018,5,29
6.895,7.105,8.263,16.211,14.263,8,6.105,6.684,10.105,6.526,11.474,8.158,2018,5,30
6.211,5.684,9.947,10.842,8.684,7.263,5.895,8.895,9.632,5.421,9.105,4.474,2018,5,31
7,8.526,10.421,13.474,9.684,9.053,8.526,10.737,8.632,12.474,7.632,8.474,2018,6,1
2.579,4.842,2.737,3.263,1.895,6.105,2.632,2.158,4.526,0.421,2,1.211,2018,6,2
5.632,5.158,8.368,15.421,4.526,8.211,8.684,7.105,14.895,4.368,9.579,6.684,2018,6,3
3.421,6.474,3.053,4.737,4.211,2.526,1.105,3.842,0.526,1.632,4.421,2,2018,6,4
3.211,3.789,1.842,3.895,3.23,2.632,0.895,2.474,1,1.684,0.158,1.789,2018,6,5
4,3.211,3.526,2.421,1.545,3.737,6.133,2.895,2.263,4.684,0.974,2,2018,6,6
7.842,4.789,7.737,7.053,11.947,7.632,7.667,8.632,10.316,9.105,9.684,7.895,2018,6,7
5.947,7.737,7.684,15.368,6.105,11.789,9,8.105,12.947,8.421,6.579,5.895,2018,6,8
4.737,6.632,4,11,5.211,9.158,4.895,5,9.105,4.474,4.842,4.105,2018,6,9
7.053,6.895,8.895,10.158,4.474,8.368,6.526,7.105,5.737,5,3.263,5.526,2018,6,10
2.842,6.842,3.789,10.105,5.158,9.737,3.842,4,3.263,3.316,4.684,5.526,2018,6,11
4.895,6.211,8.684,9.684,6.053,8.053,6.316,5.947,14.053,7.316,8.579,5.053,2018,6,12
12.316,7.947,14.211,15.105,6.737,11.474,11.421,12.263,22.263,11.789,14.737,13.316,2018,6,13
0.632,5.474,2.053,2.211,4.105,2.632,1.895,2.158,4.053,2.579,0.263,3.368,2018,6,14
5.263,5.737,5,6.421,4,5.263,6.053,5.053,5.368,7.526,2.105,5.632,2018,6,15
8.947,7.316,6.053,7.211,6.947,8.474,6.579,6.684,8.474,5.789,9.579,9,2018,6,16
12.316,8.684,16.158,12.789,16,17.211,13,15.263,20.842,18.316,18.684,13.842,2018,6,17
12.684,11.684,13.895,15.684,19.263,12.474,11.421,13.368,22.842,13.789,9.788,10.368,2018,6,18
0.842,6.737,2.158,6,2.368,4.211,3.526,3,4.579,2,2.816,2.947,2018,6,19
5.474,5.737,5.368,8.789,3.737,7.895,7.474,4.526,5.684,5.526,6.737,4.737,2018,6,20
4.158,6.579,6.316,9.211,5.526,6.895,6.947,5.789,5.895,5.053,5.368,3.947,2018,6,21
3.895,5.474,4.842,8.368,3.842,5.947,3.211,4.158,7.316,4,4.842,3.579,2018,6,22
7.684,6.105,9.895,18.632,7.895,15.526,11.526,9.579,5.421,9.211,9.684,7.842,2018,6,23
7.789,7.368,6.947,9.895,3.158,11.263,7.421,9.158,6.105,6.737,6.632,8.579,2018,6,24
3,6.895,3,3.789,1.632,2.947,2.053,2.474,1.4,1.895,1.158,1.684,2018,6,25
3.842,6.263,5.684,11.368,3.053,7,5.579,3.789,0.286,3.789,3.526,2.737,2018,6,26
6.947,4.316,11.105,17.053,8.211,8,7.263,12.579,9.368,9,4.833,9.947,2018,6,27
7.526,10.526,7.632,15.421,6.842,7.579,8.316,7.895,6.789,6.789,8.421,9,2018,6,28
5,10.789,9.684,11.263,3.895,10.211,9.684,9.316,7.737,12.632,7.579,9.421,2018,6,29
19.684,14.105,17.368,16.105,15.316,16.158,13.474,17.158,24.474,16.368,15.842,11.737,2018,6,30
4.684,13.789,11,10.421,15.105,12.158,12.211,12.316,11.263,12.053,17.421,11.526,2018,7,1
5.105,13.053,13.474,14.105,13.368,11.526,8.895,12.105,10.474,11.632,11.158,11.421,2018,7,2
5.474,6.842,4.053,6.316,2.211,5.368,4.105,1.947,1.055,3.158,2.263,2.105,2018,7,3
7.421,8.789,6.105,12.895,5.368,10.421,10.842,7.632,3.484,6.211,8.526,5.526,2018,7,4
13.632,11.895,12.579,14.842,10.737,12.316,10.316,12.632,3.667,14.053,14.421,10.895,2018,7,5
1.053,7.737,2.6,3.263,2.947,6.211,2.684,5,1.158,1.158,2.105,3.789,2018,7,6
2.053,3.053,1.294,3.947,2.947,4.211,3.316,1.474,0.421,1.526,5.421,3.684,2018,7,7
6.947,7.316,9.684,7.842,3.842,8.263,14.167,6.737,7.947,8.211,6,4.368,2018,7,8
7.579,7.579,6.579,7.316,6.895,6.316,3.667,6.684,12.211,6.737,7.842,7.053,2018,7,9
9.421,10.474,7.526,10.474,12,7.842,10.474,9.105,9.842,8.474,12.474,11.842,2018,7,10
7.368,8.105,6.632,7.158,2.579,9.053,6.368,7.737,6.947,6.579,7.158,6.368,2018,7,11
10.263,10.789,10.368,12.737,10.421,11.316,6.368,10.421,12.706,10.579,11.421,10.737,2018,7,12
8.842,8.211,10.211,11.526,5.895,10,8.368,9.895,10.464,8.895,10.842,8.895,2018,7,13
12.421,10.737,15.105,13.211,10.684,12.895,11.789,13.842,10.88,10.895,12.263,10,2018,7,14
14.632,15.368,15.316,17.579,8.789,15.895,14.053,16.316,13.286,16.053,13.368,10.368,2018,7,15
11.316,13.579,16,17.263,9.947,11.158,13.267,13.947,15.105,13.421,12.737,10.158,2018,7,16
4.421,7.632,2.368,4.632,3.895,3.737,5.158,2.579,1.316,2.579,3.158,3.632,2018,7,17
4.842,4.053,6.421,9.105,3.947,5.105,4.105,4.421,3.211,2.421,3.474,2.895,2018,7,18
3.895,7.053,4.842,7.053,2.947,6.421,4.158,3.526,3.316,3.947,4.526,4.211,2018,7,19
8.526,5.632,12.158,13.105,8.526,12.263,9.895,11.263,21.632,9.737,14.947,8.105,2018,7,20
7.684,9.158,9.421,11.737,6.947,11.895,9.526,8.895,9.842,7.684,11.789,8.421,2018,7,21
3.737,3.368,3.895,5.895,6.579,3.737,3.053,3.684,2.947,2.579,4.105,3.053,2018,7,22
4.579,3.158,7.263,12.053,8.895,5.474,7.474,6.474,11.316,6.158,6.737,4.474,2018,7,23
3.632,3.684,8,7.368,6.316,5.789,6.842,6,7.526,7.105,8.263,5.947,2018,7,24
8.842,8.526,9.316,7.316,7.316,10.421,9.579,9.789,6.105,11.211,7.895,7.263,2018,7,25
7,8.263,8.368,7.211,4.421,9.158,8.211,6.789,6.895,6.263,4.789,4.474,2018,7,26
7.316,8,4.053,5.263,5.211,3.263,5,4.474,3.053,4.263,6.105,4.684,2018,7,27
4.105,5.684,3.579,4.263,3.789,3.737,2.632,4.053,3.263,3.421,4.263,3.053,2018,7,28
3.895,4.579,4.684,5.316,4.211,5.684,4.789,5.368,6.316,5.263,5.263,3.158,2018,7,29
10.947,7.632,10.789,12.368,11.789,9.263,9.474,12.158,13.789,12.105,10.053,9,2018,7,30
8,8.947,9.211,14.474,5.474,12,10.632,12,15.263,9.579,13,7.526,2018,7,31
6.316,5.263,6.737,9.842,6.211,6.579,6.579,6.632,8.579,7.263,12.105,7.158,2018,8,1
6.842,10.158,6.789,6.737,10.526,8.421,8.842,8.737,7.158,7.579,5.737,6.895,2018,8,2
12.211,12.526,15.263,18.105,8.368,10.579,9.632,14.053,14.263,13.211,10.579,11.368,2018,8,3
12.842,15.053,11.474,14.263,12.895,11.737,7.895,13,5.579,12.158,11.737,7.789,2018,8,4
12.579,11.316,11.368,10.053,11.789,11.737,12,11.211,16,9.526,11.526,8.105,2018,8,5
12.211,12.632,13.947,16.579,12.632,12.526,11.632,14.158,14.579,10.632,16.105,9.789,2018,8,6
7.526,9.421,7.105,8.316,12.263,8.526,7.474,7.105,9.789,8.737,9.053,7,2018,8,7
10.158,15.211,11.526,15.947,9.158,6.158,6.842,11.474,5.8,10.105,8.368,8,2018,8,8
5.789,9.316,5.368,9.421,7.368,6.263,6.368,6.789,6.211,5.526,4.737,5.737,2018,8,9
3.632,6.105,3.579,4.737,3.895,5.421,4.579,3.158,4.263,3.737,2.75,3.158,2018,8,10
3.684,6.158,4.158,6.053,6.105,5.211,8.105,2.684,5.789,2.895,4.053,4.053,2018,8,11
4.789,5.684,8.368,8.5,5.789,8.737,6.474,7.316,6.737,8.053,8,6.368,2018,8,12
7.263,6.789,9.263,9.8,5.474,8.632,6.316,10.263,8.158,7.158,7.421,8.263,2018,8,13
9.947,11.789,7.579,13,8.105,11.737,11.263,9.737,11.842,10.632,11.579,9.632,2018,8,14
16.947,17.211,16.368,19.158,16.211,15.526,17.211,18.632,18.421,17.737,18,17.053,2018,8,15
17.895,15.632,16.632,17.789,11.737,14.684,14.421,16.421,14.789,13.526,16.684,15.632,2018,8,16
9.895,9.158,10.053,12,7.158,10.263,8.579,9.789,11.632,10.526,7.105,8.526,2018,8,17
5.684,10.737,4.474,5.947,6.684,6.737,6.105,6.105,4.526,5.684,7.632,4.947,2018,8,18
5.789,8.632,9.316,9.053,7.684,10.105,10.684,9.105,5.947,6.579,11.053,6.421,2018,8,19
5.632,5.316,5.579,9.684,5.737,8.842,8.421,7.737,8.947,6.895,8.789,5.053,2018,8,20
4.895,4,5.737,8.474,6.895,14.105,5.895,5,12.375,5.421,4.684,5.316,2018,8,21
7.895,13.263,4.211,8.158,6.158,8.474,6.789,7.368,4.368,8.526,6.842,6.579,2018,8,22
6.526,9.632,4.842,4.632,9.211,5.526,5.263,6.105,6.211,5.105,9.789,3.842,2018,8,23
12.842,9.526,11.842,12.211,6.684,12.895,9.789,12.368,11.316,12.526,9.684,9.737,2018,8,24
9.789,7.263,11.947,10.5,13.632,10.895,10.263,9.789,14.053,10.263,14.789,11.158,2018,8,25
14.105,12.421,16.053,10.86,12.316,17.211,19.158,16.737,23.895,18.526,10.895,13.158,2018,8,26
13.526,14,16.789,11.462,11.579,13.421,14.368,18.526,13.316,15.474,15.263,13.737,2018,8,27
13.842,12.158,11.526,14,6.368,11.895,13.368,9.895,12.211,11.105,7.737,9.737,2018,8,28
6.158,4.316,4.632,6.789,5.947,4.632,4.263,4.947,7.842,5.526,0.737,3.579,2018,8,29
