"year","month","day","hour","tempf","humidity","solarradiation","hourlyrainin","windspeedmph"
2021,4,6,3,48.2666666666667,94.1666666666667,0,0,0
2021,4,6,4,46.9,95.0833333333333,0,0,0
2021,4,6,5,46.8333333333333,96,0,0,0
2021,4,6,6,46.8,96,0,0,0
2021,4,6,7,46.7,96,0,0,0
2021,4,6,8,47.0916666666667,94.8333333333333,3.36333333333333,0,0
2021,4,6,9,52.225,85.75,35.0375,0,0
2021,4,6,10,61.125,70.4166666666667,90.0383333333333,0,0.383333333333333
2021,4,6,11,66.1333333333333,63.5833333333333,137.136666666667,0,0.516666666666667
2021,4,6,12,74.55,53.25,543.905833333333,0,0.908333333333333
2021,4,6,13,79.9166666666667,45.5833333333333,658.259166666667,0,0.958333333333333
2021,4,6,14,82.45,44.1666666666667,637.115833333333,0,1.09166666666667
2021,4,6,15,80.9333333333333,42.75,420.2625,0,1.85833333333333
2021,4,6,16,81.3416666666667,40.5,404.196666666667,0,1.11666666666667
2021,4,6,17,81.0833333333333,38.0833333333333,273.990833333333,0,1.425
2021,4,6,18,79.4666666666667,40.3333333333333,133.750833333333,0,1.51666666666667
2021,4,6,19,77.75,44.0833333333333,62.1541666666667,0,0.75
2021,4,6,20,75.2916666666667,47.3333333333333,13.9141666666667,0,0.433333333333333
2021,4,6,21,71.9083333333333,51.6666666666667,0.386666666666667,0,0
2021,4,6,22,69.7833333333333,56.3333333333333,0,0,0.0916666666666667
2021,4,6,23,65.25,65.0833333333333,0,0,0
2021,4,6,24,60.3916666666667,75.0833333333333,0,0,0
2021,4,7,1,57.75,80.75,0,0,0
2021,4,7,2,55.25,86.1666666666667,0,0,0
2021,4,7,3,53.4666666666667,89.9166666666667,0,0,0
2021,4,7,4,51.8,92,0,0,0
2021,4,7,5,50.525,93.6666666666667,0,0,0
2021,4,7,6,49.5,95.0833333333333,0,0,0
2021,4,7,7,48.65,96,0,0,0
2021,4,7,8,48.6416666666667,96.4166666666667,3.10833333333333,0,0
2021,4,7,9,55.2916666666667,87.25,46.0983333333333,0,0
2021,4,7,10,66.5833333333333,63.0833333333333,97.6116666666667,0,0.308333333333333
2021,4,7,11,70.5083333333333,58.25,135.454166666667,0,1.375
2021,4,7,12,74.8083333333333,53.4166666666667,398.6925,0,1.84166666666667
2021,4,7,13,78.0333333333333,50.5,418.3275,0,2.03333333333333
2021,4,7,14,76.05,53.25,210.365,0,1.23333333333333
2021,4,7,15,76.525,52.9166666666667,200.221666666667,0,2.35
2021,4,7,16,78.125,51.6666666666667,207.4075,0,1.55
2021,4,7,17,77.1416666666667,53.3333333333333,82.2275,0,1.125
2021,4,7,18,77.1,53.5833333333333,152.529166666667,0,1.21666666666667
2021,4,7,19,76.0083333333333,55.5833333333333,73.1341666666667,0,1.14166666666667
2021,4,7,20,74.3333333333333,55.75,18.0941666666667,0,1.325
2021,4,7,21,70.7166666666667,58.25,0.631666666666667,0,0.375
2021,4,7,22,67.9666666666667,63,0,0,0.0166666666666667
2021,4,7,23,66.4833333333333,66.9166666666667,0,0,0.2
2021,4,7,24,65.0083333333333,69.5833333333333,0,0,0.0333333333333333
2021,4,8,1,63.9083333333333,71.5833333333333,0,0,0.0166666666666667
2021,4,8,2,64.6083333333333,71.0833333333333,0,0,0.125
2021,4,8,3,64.2,71.6666666666667,0,0,0.425
2021,4,8,4,64.1,70.1666666666667,0,0,0.258333333333333
